"strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim","result"
1497,2016-11-28,90,1453,"UK native pony breeds","male","undefined",NA,1,"qPCR"
194,2018-11-14,91,1271,"UK native pony breeds","female","undefined",7,1,"qPCR"
1508,2016-12-12,685,1436,"Sports horses","female","commercial",NA,1,"culture and qPCR"
1440,2016-09-08,823,1470,"undefined","unreported","undefined",NA,1,"culture and qPCR"
943,2015-09-03,83,1470,"undefined","unreported","commercial",NA,1,"qPCR"
109,2018-05-21,154,1466,"UK native pony breeds","female","commercial",NA,1,"qPCR"
1045,2015-11-04,28,1292,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1212,2016-03-02,111,1490,"undefined","male","other",NA,1,"qPCR"
1399,2016-08-03,1066,1448,"UK native pony breeds","unreported","commercial",19,1,"culture and qPCR"
1019,2015-10-06,93,1520,"UK native horse breeds","male","undefined",5,1,"culture and qPCR"
1076,2015-12-03,12,1436,"UK native horse breeds","male","undefined",6,1,"qPCR"
1320,2016-05-31,901,1481,"undefined","unreported","undefined",NA,1,"qPCR"
786,2015-06-01,121,1269,"undefined","unreported","undefined",7,1,"culture and qPCR"
1550,2017-03-14,104,1212,"UK native pony breeds","female","commercial",7,1,"qPCR"
1156,2016-01-25,237,1285,"Sports horses","female","undefined",7,1,"culture and qPCR"
1613,2017-05-03,176,1501,"UK native pony breeds","male","private",2.5,1,"qPCR"
1732,2018-01-22,470,1519,"UK native pony breeds","female","commercial",9,1,"culture and qPCR"
606,2015-02-06,928,1218,"undefined","male","undefined",NA,1,"culture and qPCR"
686,2015-03-20,18,1456,"undefined","unreported","undefined",NA,1,"qPCR"
1396,2016-07-29,107,1220,"Sports horses","female","commercial",3,1,"qPCR"
1273,2016-04-08,910,1481,"undefined","unreported","undefined",NA,1,"qPCR"
1024,2015-10-11,111,1490,"Sports horses","male","commercial",9,1,"qPCR"
613,2015-02-16,43,1442,"UK native pony breeds","male","commercial",5,1,"qPCR"
1504,2016-12-09,119,1473,"undefined","male","commercial",5,1,"qPCR"
938,2015-09-02,1066,1448,"UK native pony breeds","female","other",2,1,"qPCR"
890,2015-07-22,121,1269,"Non UK native horses","male","undefined",4,1,"qPCR"
549,2015-01-08,93,1520,"crossbreeds","male","commercial",NA,1,"qPCR"
423,2019-09-03,68,1218,"undefined","male","undefined",NA,5,"qPCR"
255,2019-01-16,74,1260,"UK native horse breeds","male","commercial",11,4,"qPCR"
719,2015-04-14,448,1485,"Sports horses","male","commercial",4,1,"qPCR"
373,2019-07-17,127,1261,"UK native pony breeds","unreported","undefined",1,3,"culture and qPCR"
25,2018-05-24,111,1490,"undefined","female","undefined",3,1,"culture"
1183,2016-02-09,85,1499,"Sports horses","female","commercial",5,1,"culture and qPCR"
1217,2016-03-06,231,1495,"undefined","male","commercial",14,1,"culture and qPCR"
836,2015-06-29,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
1421,2016-08-25,148,1451,"undefined","female","undefined",13,1,"qPCR"
1309,2016-05-24,49,1190,"undefined","female","undefined",NA,1,"culture and qPCR"
1719,2018-01-04,135,1424,"UK native pony breeds","male","private",0.5,1,"qPCR"
918,2015-08-13,62,1317,"Sports horses","male","undefined",9,1,"qPCR"
1858,2019-08-12,947,1218,"Sports horses","male","commercial",14,1,"qPCR"
1092,2015-12-15,35,1451,"undefined","female","undefined",10,1,"qPCR"
643,2015-12-10,33,1474,"undefined","female","commercial",17,1,"qPCR"
762,2015-05-08,42,1284,"undefined","unreported","undefined",NA,1,"culture and qPCR"
925,2015-08-20,1125,1447,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
712,2015-04-13,39,1240,"undefined","female","private",NA,1,"culture and qPCR"
1326,2016-06-01,485,1454,"UK native horse breeds","female","undefined",18,1,"culture"
1331,2016-06-06,135,1424,"undefined","unreported","undefined",NA,1,"culture"
629,2015-02-23,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
114,2018-06-08,18,1456,"undefined","unreported","undefined",NA,1,"qPCR"
1701,2017-11-21,931,1522,"UK native pony breeds","female","undefined",11,1,"culture and qPCR"
756,2015-05-01,178,1460,"crossbreeds","male","commercial",NA,1,"qPCR"
1501,2016-12-05,146,1188,"UK native horse breeds","female","private",NA,1,"qPCR"
81,2018-12-17,156,1311,"Sports horses","unreported","commercial",20,1,"culture and qPCR"
412,2019-08-23,135,1424,"Sports horses","unreported","commercial",6,1,"qPCR"
625,2015-02-20,116,1466,"undefined","unreported","undefined",NA,1,"culture and qPCR"
207,2018-12-06,100,1465,"UK native pony breeds","unreported","undefined",18,5,"culture"
771,2015-05-13,175,1428,"crossbreeds","female","undefined",8,1,"culture and qPCR"
1607,2017-04-17,28,1292,"Sports horses","female","undefined",NA,1,"qPCR"
1544,2017-01-16,28,1292,"Sports horses","female","commercial",1.41,1,"culture and qPCR"
905,2015-08-06,36,1449,"Non UK native horses","unreported","undefined",7,1,"qPCR"
620,2015-11-09,1122,1522,"Donkey Gen","male","other",18,1,"qPCR"
743,2015-04-28,175,1428,"crossbreeds","female","undefined",8,1,"qPCR"
924,2015-08-19,159,1380,"undefined","unreported","undefined",NA,1,"culture"
294,2019-03-14,144,1263,"undefined","female","undefined",NA,5,"culture"
603,2015-02-05,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
1419,2016-08-22,43,1442,"undefined","female","commercial",14,1,"culture and qPCR"
12,2019-05-22,116,1466,"crossbreeds","male","undefined",NA,1,"culture and qPCR"
14,2018-09-06,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
1640,2017-05-22,43,1442,"undefined","female","commercial",10,1,"qPCR"
1351,2016-06-20,1123,1474,"UK native pony breeds","female","private",6,1,"qPCR"
1227,2016-03-11,1126,1243,"Sports horses","male","undefined",12,1,"qPCR"
1681,2017-10-05,181,1237,"UK native pony breeds","male","undefined",2,1,"qPCR"
247,2019-01-14,140,1292,"Sports horses","male","undefined",24,1,"culture and qPCR"
691,2015-03-28,140,1292,"undefined","unreported","undefined",NA,1,"culture and qPCR"
39,2018-09-27,93,1520,"UK native horse breeds","female","other",10.33,1,"qPCR"
1496,2016-11-25,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
1708,2017-12-04,71,1244,"UK native pony breeds","male","commercial",5.33,1,"qPCR"
1065,2015-11-30,94,1217,"undefined","female","undefined",2,1,"culture and qPCR"
767,2015-05-11,1059,1446,"UK native pony breeds","male","undefined",14,1,"qPCR"
1395,2016-07-30,67,1267,"undefined","female","undefined",18,1,"qPCR"
754,2015-05-02,39,1240,"undefined","unreported","undefined",7,1,"culture and qPCR"
886,2015-07-22,76,1508,"UK native horse breeds","male","private",6,1,"qPCR"
374,2019-07-18,153,1519,"Sports horses","female","undefined",NA,3,"culture and qPCR"
311,2019-04-08,81,1385,"undefined","unreported","undefined",NA,1,"qPCR"
646,2015-02-27,485,1454,"undefined","male","undefined",NA,1,"qPCR"
750,2015-04-28,5,1447,"undefined","male","private",3,1,"culture and qPCR"
1171,2016-02-03,596,1218,"UK native pony breeds","male","other",18,1,"qPCR"
233,2019-01-02,141,1191,"undefined","male","undefined",NA,4,"qPCR"
631,2015-02-23,302,1218,"UK native pony breeds","male","undefined",8,1,"culture and qPCR"
1578,2017-02-27,5,1447,"undefined","female","commercial",6,1,"qPCR"
701,2015-04-04,139,1187,"undefined","unreported","undefined",NA,1,"qPCR"
1288,2016-04-21,470,1519,"Sports horses","male","undefined",NA,1,"culture and qPCR"
1568,2017-02-08,44,1506,"Sports horses","male","undefined",15,1,"qPCR"
799,2015-06-01,556,1274,"undefined","unreported","commercial",8,1,"qPCR"
144,2018-07-17,111,1490,"Sports horses","male","commercial",NA,1,"culture"
916,2015-08-12,823,1470,"undefined","unreported","commercial",NA,1,"qPCR"
885,2015-07-22,178,1460,"undefined","unreported","undefined",NA,1,"qPCR"
322,2019-05-07,46,1301,"crossbreeds","male","undefined",15,5,"culture and qPCR"
963,2015-09-15,85,1499,"Sports horses","male","undefined",NA,1,"qPCR"
1670,2017-08-31,121,1269,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
1189,2016-02-12,106,1462,"undefined","unreported","undefined",NA,1,"qPCR"
354,2019-06-19,73,1463,"crossbreeds","male","undefined",17.83,1,"culture and qPCR"
1218,2016-03-07,111,1490,"UK native horse breeds","male","undefined",NA,1,"culture"
1644,2017-06-01,1119,1525,"UK native pony breeds","female","undefined",17.16,1,"qPCR"
223,2018-12-21,151,1522,"Sports horses","male","undefined",8,5,"culture and qPCR"
7,2019-02-12,53,1285,"undefined","unreported","undefined",NA,1,"qPCR"
1371,2016-07-01,40,1436,"UK native pony breeds","male","commercial",18,1,"qPCR"
433,2019-09-13,118,1447,"Sports horses","male","undefined",7,5,"qPCR"
404,2019-08-19,164,1523,"UK native pony breeds","male","other",5,1,"culture and qPCR"
642,2015-12-07,1113,1449,"UK native pony breeds","male","commercial",NA,1,"qPCR"
297,2019-03-18,66,1218,"crossbreeds","male","undefined",8,4,"culture and qPCR"
1141,2016-01-14,113,1458,"crossbreeds","male","commercial",25,1,"qPCR"
473,2019-11-19,185,1461,"Sports horses","male","commercial",19,1,"qPCR"
1455,2016-10-04,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
295,2019-03-15,68,1218,"Sports horses","male","undefined",9,5,"culture and qPCR"
1608,2017-04-17,61,1499,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
1506,2016-12-07,5,1447,"undefined","female","private",9,1,"qPCR"
833,2015-06-29,827,1454,"undefined","female","undefined",NA,1,"culture and qPCR"
936,2015-09-01,187,1190,"crossbreeds","female","private",7,1,"qPCR"
185,2018-10-26,37,1190,"Sports horses","female","undefined",2,5,"culture and qPCR"
1301,2016-05-09,46,1301,"UK native pony breeds","male","commercial",10,1,"qPCR"
1677,2017-09-22,69,1451,"undefined","female","undefined",NA,1,"culture and qPCR"
1023,2015-10-09,119,1473,"undefined","unreported","undefined",NA,1,"culture and qPCR"
912,2015-08-12,116,1466,"undefined","male","undefined",NA,1,"culture and qPCR"
941,2015-09-04,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
1454,2016-10-03,1059,1446,"UK native pony breeds","female","commercial",17,1,"culture and qPCR"
1692,2017-11-06,107,1220,"UK native pony breeds","male","undefined",0.5,1,"culture"
1755,2018-03-06,276,1409,"Non UK native horses","female","commercial",5.33,1,"qPCR"
1107,2015-12-29,250,1219,"Sports horses","male","private",2,1,"qPCR"
1135,2016-01-06,43,1442,"UK native horse breeds","male","commercial",3,1,"culture and qPCR"
410,2019-08-22,14,1206,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
104,2018-05-15,44,1506,"Sports horses","male","undefined",6,1,"qPCR"
99,2018-04-30,24,1260,"undefined","female","commercial",NA,1,"culture and qPCR"
739,2015-04-26,93,1520,"Non UK native horses","male","private",6,1,"culture and qPCR"
1663,2017-07-31,174,1188,"crossbreeds","female","commercial",2,1,"culture and qPCR"
861,2015-07-15,760,1233,"UK native pony breeds","male","commercial",NA,1,"qPCR"
1311,2016-05-24,4,1490,"undefined","unreported","private",NA,1,"qPCR"
1265,2016-04-06,346,1462,"undefined","unreported","undefined",NA,1,"qPCR"
602,2015-08-18,143,1190,"Sports horses","female","commercial",8,1,"qPCR"
1342,2016-06-14,551,1470,"UK native pony breeds","female","commercial",15,1,"culture and qPCR"
1605,2017-04-06,793,1269,"Sports horses","male","undefined",9,1,"qPCR"
1592,2017-03-13,104,1212,"Non UK native horses","male","commercial",6,1,"qPCR"
126,2018-07-05,83,1470,"UK native pony breeds","female","undefined",NA,1,"qPCR"
1327,2016-06-03,61,1499,"undefined","female","commercial",NA,1,"culture and qPCR"
1021,2015-10-01,159,1380,"undefined","male","commercial",4,1,"culture and qPCR"
1407,2016-08-16,1126,1243,"UK native pony breeds","male","undefined",10,1,"qPCR"
543,2015-01-06,193,1296,"undefined","female","undefined",6,1,"culture and qPCR"
1238,2016-03-20,19,1472,"UK native horse breeds","unreported","private",NA,1,"culture and qPCR"
304,2019-03-27,78,1464,"Sports horses","male","undefined",12,1,"culture"
70,2018-10-12,45,1188,"undefined","female","undefined",NA,1,"qPCR"
1167,2016-01-29,35,1451,"undefined","unreported","undefined",NA,1,"culture and qPCR"
840,2015-07-02,413,1218,"UK native horse breeds","female","undefined",NA,1,"culture and qPCR"
1044,2015-11-05,147,1490,"crossbreeds","female","undefined",9,1,"qPCR"
324,2019-05-09,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
137,2018-07-14,12,1436,"Sports horses","unreported","undefined",18,1,"qPCR"
1233,2016-03-16,744,1520,"UK native pony breeds","male","other",24,1,"qPCR"
758,2015-05-06,6,1242,"undefined","female","undefined",NA,1,"culture and qPCR"
706,2015-04-07,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
1152,2016-01-21,44,1506,"Non UK native horses","female","commercial",4.75,1,"qPCR"
1216,2016-03-03,5,1447,"UK native pony breeds","female","commercial",5,1,"qPCR"
1606,2017-04-07,18,1456,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1,2019-04-17,131,1436,"Sports horses","female","undefined",1,1,"qPCR"
1268,2016-04-07,823,1470,"undefined","unreported","other",NA,1,"qPCR"
1564,2017-01-27,61,1499,"UK native pony breeds","male","other",2,1,"culture and qPCR"
436,2019-09-06,17,1292,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
1665,2017-07-31,236,1301,"Sports horses","female","undefined",17,1,"culture"
1409,2016-08-16,1126,1243,"undefined","unreported","undefined",NA,1,"qPCR"
1147,2016-01-18,46,1301,"UK native pony breeds","female","undefined",2,1,"culture and qPCR"
24,2018-05-11,111,1490,"UK native pony breeds","unreported","undefined",4,1,"qPCR"
1673,2017-09-04,335,1508,"UK native pony breeds","male","undefined",NA,1,"qPCR"
122,2018-06-25,150,1472,"UK native pony breeds","female","undefined",NA,1,"qPCR"
1148,2016-01-19,113,1458,"undefined","male","undefined",NA,1,"culture and qPCR"
1084,2015-12-09,435,1522,"Sports horses","female","undefined",7,1,"culture and qPCR"
1475,2016-10-26,814,1490,"undefined","unreported","undefined",NA,1,"qPCR"
1174,2016-02-04,96,1380,"undefined","unreported","undefined",NA,1,"culture and qPCR"
681,2015-03-23,140,1292,"undefined","unreported","undefined",NA,1,"culture and qPCR"
437,2019-09-11,135,1424,"undefined","unreported","undefined",NA,1,"culture and qPCR"
309,2019-04-03,37,1190,"crossbreeds","male","undefined",19,5,"qPCR"
1007,2016-01-13,33,1474,"UK native horse breeds","female","undefined",10,1,"qPCR"
1348,2016-06-16,121,1269,"undefined","male","undefined",NA,1,"qPCR"
46,2019-04-11,143,1190,"undefined","female","private",8.75,1,"culture and qPCR"
842,2015-07-02,116,1466,"undefined","unreported","undefined",NA,1,"culture and qPCR"
33,2018-05-08,124,1260,"Non UK native horses","female","commercial",6,1,"qPCR"
351,2019-06-18,136,1488,"Sports horses","male","undefined",18,5,"qPCR"
1175,2016-02-04,113,1458,"undefined","unreported","undefined",NA,1,"qPCR"
53,2018-08-22,155,1449,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1461,2016-10-12,5,1447,"undefined","female","commercial",0.41,1,"qPCR"
832,2015-06-29,54,1259,"Sports horses","female","commercial",9,1,"culture and qPCR"
367,2019-07-05,148,1451,"Sports horses","unreported","undefined",7.33,1,"culture and qPCR"
1370,2016-06-28,34,1466,"UK native pony breeds","female","undefined",NA,1,"qPCR"
1247,2016-03-29,818,1284,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1646,2017-06-08,43,1442,"undefined","male","undefined",5.25,1,"qPCR"
1653,2017-07-05,121,1269,"UK native pony breeds","female","other",6,1,"qPCR"
1457,2016-10-05,1022,1522,"undefined","male","undefined",0.5,1,"culture and qPCR"
978,2015-09-30,147,1490,"UK native pony breeds","male","undefined",5,1,"qPCR"
1438,2016-09-23,79,1449,"undefined","unreported","undefined",NA,1,"culture and qPCR"
378,2019-07-19,37,1190,"Sports horses","male","undefined",4,5,"culture and qPCR"
1195,2016-02-17,268,1429,"undefined","female","undefined",4,1,"qPCR"
1203,2016-02-22,845,1440,"undefined","unreported","undefined",11,1,"culture"
306,2019-03-27,23,1447,"UK native pony breeds","female","undefined",NA,1,"qPCR"
125,2018-07-02,90,1453,"undefined","male","undefined",NA,1,"qPCR"
1610,2017-04-27,799,1428,"Sports horses","unreported","other",14,1,"culture and qPCR"
1153,2016-01-20,28,1292,"UK native pony breeds","male","undefined",10,1,"culture and qPCR"
1270,2016-04-07,28,1292,"Sports horses","female","undefined",8,1,"culture and qPCR"
1763,2018-03-06,719,1296,"UK native horse breeds","male","commercial",9.08,1,"culture and qPCR"
468,2019-11-01,184,1190,"undefined","male","undefined",NA,1,"culture and qPCR"
182,2018-10-25,44,1506,"UK native pony breeds","unreported","undefined",29,1,"qPCR"
1413,2016-08-17,843,1218,"undefined","unreported","undefined",NA,1,"culture and qPCR"
452,2019-10-08,46,1301,"Non UK native horses","female","other",25,1,"qPCR"
308,2019-03-28,1,1262,"undefined","male","private",4,1,"qPCR"
1339,2016-06-15,1022,1522,"UK native pony breeds","male","commercial",4,1,"culture and qPCR"
944,2015-09-04,633,1485,"UK native pony breeds","unreported","undefined",6,1,"qPCR"
627,2015-02-22,116,1466,"undefined","female","undefined",NA,1,"qPCR"
548,2015-01-09,69,1451,"undefined","unreported","undefined",NA,1,"qPCR"
1674,2017-09-08,861,1436,"undefined","unreported","undefined",NA,1,"qPCR"
408,2019-08-21,10,1212,"UK native horse breeds","unreported","undefined",6,4,"culture and qPCR"
803,2015-06-09,912,1464,"crossbreeds","male","other",8,1,"qPCR"
234,2019-01-02,72,1282,"undefined","female","other",0.41,1,"qPCR"
92,2018-04-23,24,1260,"UK native horse breeds","female","other",7,1,"culture and qPCR"
805,2015-06-16,704,1454,"crossbreeds","unreported","undefined",7,1,"qPCR"
238,2019-01-09,134,1481,"Sports horses","unreported","undefined",NA,1,"culture and qPCR"
728,2015-04-17,191,1478,"UK native pony breeds","female","commercial",18,1,"culture"
1491,2016-11-17,8,1260,"UK native pony breeds","male","commercial",8,1,"culture and qPCR"
579,2015-06-18,58,1508,"Sports horses","male","commercial",14,1,"qPCR"
1365,2016-06-24,90,1453,"undefined","female","commercial",NA,1,"qPCR"
591,2015-02-02,345,1259,"undefined","unreported","undefined",NA,1,"qPCR"
9,2019-03-03,72,1282,"undefined","unreported","other",NA,1,"culture and qPCR"
838,2015-07-02,931,1522,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1771,2018-03-19,91,1271,"UK native pony breeds","male","undefined",2,1,"qPCR"
1380,2016-07-12,1028,1452,"Sports horses","female","commercial",6,1,"qPCR"
432,2019-09-12,68,1218,"undefined","unreported","undefined",NA,5,"culture and qPCR"
1751,2018-03-05,111,1490,"Sports horses","male","other",3.08,1,"culture and qPCR"
1048,2015-11-12,1126,1243,"UK native pony breeds","female","undefined",6,1,"qPCR"
810,2015-06-17,83,1470,"Non UK native horses","female","commercial",1.25,1,"qPCR"
660,2015-03-03,140,1292,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1603,2017-04-02,961,1481,"UK native horse breeds","male","undefined",32,1,"qPCR"
490,2019-12-10,99,1508,"Sports horses","female","undefined",NA,1,"qPCR"
823,2015-06-24,943,1292,"undefined","unreported","undefined",NA,1,"qPCR"
256,2019-01-16,74,1260,"UK native pony breeds","male","commercial",20,4,"qPCR"
1292,2016-04-25,138,1380,"undefined","unreported","undefined",NA,1,"qPCR"
330,2019-05-22,107,1220,"UK native horse breeds","unreported","undefined",NA,1,"qPCR"
178,2018-10-19,4,1490,"undefined","unreported","undefined",NA,1,"qPCR"
487,2019-12-13,135,1424,"UK native pony breeds","unreported","private",0.5,1,"culture and qPCR"
1436,2016-09-21,843,1218,"undefined","unreported","undefined",NA,1,"culture"
1377,2016-07-08,54,1259,"undefined","unreported","undefined",6,1,"qPCR"
556,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1,"qPCR"
1558,2017-01-24,5,1447,"undefined","male","commercial",6,1,"qPCR"
640,2015-02-25,131,1436,"undefined","male","undefined",NA,1,"qPCR"
349,2019-06-16,4,1490,"undefined","female","commercial",10,1,"qPCR"
1429,2016-09-06,5,1447,"undefined","female","commercial",7.83,1,"qPCR"
973,2015-09-24,187,1190,"undefined","unreported","undefined",NA,1,"qPCR"
339,2019-05-29,121,1269,"undefined","unreported","commercial",NA,1,"qPCR"
563,2015-01-15,43,1442,"UK native horse breeds","male","undefined",1,1,"culture and qPCR"
1101,2015-12-22,54,1259,"crossbreeds","female","commercial",3,1,"qPCR"
1574,2017-02-17,470,1519,"UK native pony breeds","female","undefined",9,1,"culture and qPCR"
868,2015-07-16,36,1449,"Sports horses","male","undefined",21,1,"culture and qPCR"
1591,2017-03-14,4,1490,"Sports horses","male","undefined",NA,1,"culture and qPCR"
1770,2018-03-19,37,1190,"UK native horse breeds","male","undefined",5,1,"qPCR"
1524,2017-01-03,44,1506,"UK native horse breeds","male","undefined",6.75,1,"qPCR"
917,2015-08-11,5,1447,"undefined","female","undefined",7,1,"qPCR"
1731,2018-01-23,231,1495,"undefined","unreported","undefined",NA,1,"qPCR"
1022,2015-10-08,159,1380,"undefined","female","undefined",NA,1,"qPCR"
673,2015-03-12,116,1466,"undefined","unreported","undefined",NA,1,"culture and qPCR"
279,2019-02-24,114,1218,"Sports horses","female","undefined",6,1,"qPCR"
1530,2017-01-09,20,1294,"UK native pony breeds","female","undefined",6,1,"culture and qPCR"
172,2018-10-03,102,1503,"Sports horses","unreported","undefined",8,1,"culture"
162,2018-09-07,114,1218,"undefined","unreported","undefined",NA,1,"qPCR"
273,2019-02-15,58,1508,"UK native pony breeds","male","other",14,1,"qPCR"
751,2015-04-30,46,1301,"Sports horses","unreported","private",3,1,"qPCR"
884,2015-07-22,32,1495,"undefined","male","commercial",NA,1,"qPCR"
738,2015-04-24,1082,1274,"UK native pony breeds","male","other",8,1,"culture and qPCR"
1070,2015-12-03,83,1470,"UK native pony breeds","male","other",NA,1,"qPCR"
1330,2016-06-06,147,1490,"Non UK native horses","unreported","undefined",NA,1,"culture and qPCR"
718,2015-04-14,140,1292,"undefined","unreported","undefined",NA,1,"qPCR"
1335,2016-06-11,76,1508,"UK native horse breeds","female","other",5,1,"qPCR"
789,2015-06-03,2,1262,"UK native horse breeds","male","commercial",23,1,"qPCR"
85,2018-04-04,152,1485,"UK native horse breeds","male","undefined",6,1,"qPCR"
1002,2016-01-11,113,1458,"UK native horse breeds","unreported","undefined",10,1,"qPCR"
230,2018-12-28,139,1187,"UK native pony breeds","female","undefined",7,1,"qPCR"
776,2015-05-14,903,1287,"undefined","male","commercial",NA,1,"culture and qPCR"
1441,2016-09-13,71,1244,"Sports horses","male","commercial",6,1,"qPCR"
807,2015-06-17,184,1190,"undefined","unreported","commercial",NA,1,"culture and qPCR"
136,2018-07-13,116,1466,"undefined","unreported","commercial",NA,1,"qPCR"
596,2015-02-03,345,1259,"UK native pony breeds","female","commercial",1,1,"qPCR"
1691,2017-11-02,1066,1448,"undefined","unreported","undefined",NA,1,"culture and qPCR"
661,2015-03-02,139,1187,"undefined","male","undefined",NA,1,"qPCR"
1209,2016-02-29,340,1301,"UK native pony breeds","female","undefined",1,1,"qPCR"
784,2015-05-27,16,1385,"Sports horses","unreported","undefined",3,1,"qPCR"
1164,2016-01-28,435,1522,"undefined","unreported","commercial",NA,1,"culture and qPCR"
1694,2017-11-09,5,1447,"undefined","male","private",0.33,1,"qPCR"
834,2015-06-29,900,1470,"undefined","male","commercial",6,1,"qPCR"
964,2015-09-16,96,1380,"undefined","male","undefined",NA,1,"qPCR"
1448,2016-09-27,451,1292,"crossbreeds","unreported","undefined",17.83,1,"qPCR"
1577,2017-02-25,425,1447,"UK native pony breeds","male","commercial",14,1,"qPCR"
557,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1,"culture and qPCR"
538,2015-01-05,140,1292,"undefined","female","undefined",NA,1,"qPCR"
348,2019-06-13,12,1436,"Sports horses","male","undefined",5,1,"qPCR"
1086,2015-12-10,35,1451,"UK native pony breeds","unreported","undefined",13,1,"culture and qPCR"
1472,2016-10-24,325,1191,"Sports horses","unreported","private",6,1,"culture and qPCR"
1368,2016-06-27,28,1292,"UK native horse breeds","male","undefined",5,1,"culture and qPCR"
588,2015-01-28,485,1454,"crossbreeds","male","commercial",NA,1,"qPCR"
790,2015-06-04,881,1495,"UK native pony breeds","male","other",5,1,"culture and qPCR"
1737,2018-01-31,652,1456,"Sports horses","female","undefined",NA,1,"culture and qPCR"
910,2015-08-11,823,1470,"crossbreeds","unreported","undefined",4,1,"culture and qPCR"
1349,2016-06-17,116,1466,"undefined","unreported","other",NA,1,"culture and qPCR"
455,2019-10-04,113,1458,"Sports horses","female","commercial",15,1,"qPCR"
219,2018-12-18,114,1218,"Sports horses","female","undefined",0.5,1,"qPCR"
146,2018-07-18,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
611,2015-02-10,5,1447,"undefined","female","undefined",10,1,"qPCR"
876,2015-07-21,420,1428,"undefined","unreported","undefined",NA,1,"qPCR"
1165,2016-01-28,435,1522,"undefined","male","commercial",NA,1,"culture and qPCR"
711,2015-04-10,1127,1216,"undefined","unreported","undefined",NA,1,"qPCR"
965,2015-09-17,591,1297,"UK native pony breeds","male","undefined",0.41,1,"culture and qPCR"
1538,2017-01-11,6,1242,"undefined","female","private",NA,1,"culture"
1111,2015-12-30,762,1236,"Sports horses","female","commercial",9,1,"qPCR"
284,2019-02-28,139,1187,"undefined","unreported","undefined",NA,1,"qPCR"
1194,2016-02-15,113,1458,"UK native pony breeds","female","commercial",12,1,"qPCR"
1556,2017-01-22,18,1456,"undefined","male","undefined",19,1,"qPCR"
922,2015-08-17,156,1311,"Sports horses","male","commercial",NA,1,"culture and qPCR"
123,2018-06-27,121,1269,"undefined","unreported","undefined",5,1,"qPCR"
1484,2016-11-10,111,1490,"Non UK native horses","female","commercial",NA,1,"qPCR"
945,2015-09-07,565,1385,"UK native horse breeds","male","private",1,1,"qPCR"
1517,2016-12-19,18,1456,"Sports horses","unreported","commercial",8,1,"culture and qPCR"
1001,2016-01-12,435,1522,"undefined","unreported","commercial",NA,1,"culture and qPCR"
1255,2016-03-29,268,1429,"undefined","female","undefined",NA,1,"qPCR"
1169,2016-02-01,113,1458,"undefined","unreported","undefined",NA,1,"qPCR"
130,2018-07-11,18,1456,"UK native horse breeds","male","undefined",NA,1,"culture and qPCR"
1740,2018-02-01,96,1380,"undefined","male","undefined",20,1,"culture and qPCR"
678,2015-03-19,903,1287,"crossbreeds","male","commercial",5,1,"qPCR"
567,2015-04-29,744,1520,"undefined","unreported","other",NA,1,"qPCR"
129,2018-07-09,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
962,2015-09-15,85,1499,"undefined","male","undefined",NA,1,"qPCR"
1282,2016-04-18,83,1470,"UK native horse breeds","male","commercial",NA,1,"culture and qPCR"
713,2015-04-10,302,1218,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
281,2019-02-26,29,1292,"undefined","unreported","undefined",NA,5,"culture and qPCR"
365,2019-07-04,73,1463,"crossbreeds","female","undefined",20,1,"culture and qPCR"
1565,2017-02-03,121,1269,"undefined","unreported","undefined",20,1,"culture and qPCR"
1424,2016-08-26,121,1269,"UK native horse breeds","unreported","undefined",NA,1,"qPCR"
676,2015-03-17,76,1508,"UK native horse breeds","female","private",4,1,"culture and qPCR"
679,2015-03-20,140,1292,"undefined","unreported","undefined",NA,1,"qPCR"
1150,2016-01-20,111,1490,"Sports horses","female","commercial",27,1,"qPCR"
587,2015-01-28,485,1454,"crossbreeds","male","commercial",NA,1,"qPCR"
