"","strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim"
"775",322,2019-05-07,46,1301,"crossbreeds","male","undefined",15,5
"776",963,2015-09-15,85,1499,"Sports horses","male","undefined",NA,1
"777",1670,2017-08-31,121,1269,"UK native pony breeds","unreported","undefined",NA,1
"778",1189,2016-02-12,106,1462,"undefined","unreported","undefined",NA,1
"779",354,2019-06-19,73,1463,"crossbreeds","male","undefined",17.83,1
"780",1218,2016-03-07,111,1490,"UK native horse breeds","male","undefined",NA,1
"781",1644,2017-06-01,1119,1525,"UK native pony breeds","female","undefined",17.16,1
"782",223,2018-12-21,151,1522,"Sports horses","male","undefined",8,5
"783",7,2019-02-12,53,1285,"undefined","unreported","undefined",NA,1
"784",1371,2016-07-01,40,1436,"UK native pony breeds","male","commercial",18,1
"785",433,2019-09-13,118,1447,"Sports horses","male","undefined",7,5
"786",404,2019-08-19,164,1523,"UK native pony breeds","male","other",5,1
"787",642,2015-12-07,1113,1449,"UK native pony breeds","male","commercial",NA,1
"788",297,2019-03-18,66,1218,"crossbreeds","male","undefined",8,4
"789",1141,2016-01-14,113,1458,"crossbreeds","male","commercial",25,1
"790",473,2019-11-19,185,1461,"Sports horses","male","commercial",19,1
"791",1455,2016-10-04,131,1436,"undefined","unreported","undefined",NA,1
"792",295,2019-03-15,68,1218,"Sports horses","male","undefined",9,5
"793",1608,2017-04-17,61,1499,"UK native pony breeds","female","undefined",NA,1
"794",1506,2016-12-07,5,1447,"undefined","female","private",9,1
"795",833,2015-06-29,827,1454,"undefined","female","undefined",NA,1
"796",936,2015-09-01,187,1190,"crossbreeds","female","private",7,1
"797",185,2018-10-26,37,1190,"Sports horses","female","undefined",2,5
"798",1301,2016-05-09,46,1301,"UK native pony breeds","male","commercial",10,1
"799",1677,2017-09-22,69,1451,"undefined","female","undefined",NA,1
"800",1023,2015-10-09,119,1473,"undefined","unreported","undefined",NA,1
"801",912,2015-08-12,116,1466,"undefined","male","undefined",NA,1
"802",941,2015-09-04,99,1508,"undefined","unreported","undefined",NA,1
"803",1454,2016-10-03,1059,1446,"UK native pony breeds","female","commercial",17,1
"804",1692,2017-11-06,107,1220,"UK native pony breeds","male","undefined",0.5,1
"805",1755,2018-03-06,276,1409,"Non UK native horses","female","commercial",5.33,1
"806",1107,2015-12-29,250,1219,"Sports horses","male","private",2,1
"807",1135,2016-01-06,43,1442,"UK native horse breeds","male","commercial",3,1
"808",410,2019-08-22,14,1206,"UK native pony breeds","unreported","undefined",NA,1
"809",104,2018-05-15,44,1506,"Sports horses","male","undefined",6,1
"810",99,2018-04-30,24,1260,"undefined","female","commercial",NA,1
"811",739,2015-04-26,93,1520,"Non UK native horses","male","private",6,1
"812",1663,2017-07-31,174,1188,"crossbreeds","female","commercial",2,1
"813",861,2015-07-15,760,1233,"UK native pony breeds","male","commercial",NA,1
"814",1311,2016-05-24,4,1490,"undefined","unreported","private",NA,1
"815",1265,2016-04-06,346,1462,"undefined","unreported","undefined",NA,1
"816",602,2015-08-18,143,1190,"Sports horses","female","commercial",8,1
"817",1342,2016-06-14,551,1470,"UK native pony breeds","female","commercial",15,1
"818",1605,2017-04-06,793,1269,"Sports horses","male","undefined",9,1
"819",1592,2017-03-13,104,1212,"Non UK native horses","male","commercial",6,1
"820",126,2018-07-05,83,1470,"UK native pony breeds","female","undefined",NA,1
"821",1327,2016-06-03,61,1499,"undefined","female","commercial",NA,1
"822",1021,2015-10-01,159,1380,"undefined","male","commercial",4,1
"823",1407,2016-08-16,1126,1243,"UK native pony breeds","male","undefined",10,1
"824",543,2015-01-06,193,1296,"undefined","female","undefined",6,1
"825",1238,2016-03-20,19,1472,"UK native horse breeds","unreported","private",NA,1
"826",304,2019-03-27,78,1464,"Sports horses","male","undefined",12,1
"827",70,2018-10-12,45,1188,"undefined","female","undefined",NA,1
"828",1167,2016-01-29,35,1451,"undefined","unreported","undefined",NA,1
"829",840,2015-07-02,413,1218,"UK native horse breeds","female","undefined",NA,1
"830",1044,2015-11-05,147,1490,"crossbreeds","female","undefined",9,1
"831",324,2019-05-09,131,1436,"undefined","unreported","undefined",NA,1
"832",137,2018-07-14,12,1436,"Sports horses","unreported","undefined",18,1
"833",1233,2016-03-16,744,1520,"UK native pony breeds","male","other",24,1
"834",758,2015-05-06,6,1242,"undefined","female","undefined",NA,1
"835",706,2015-04-07,131,1436,"undefined","unreported","undefined",NA,1
"836",1152,2016-01-21,44,1506,"Non UK native horses","female","commercial",4.75,1
"837",1216,2016-03-03,5,1447,"UK native pony breeds","female","commercial",5,1
"838",1606,2017-04-07,18,1456,"undefined","unreported","undefined",NA,1
"839",1,2019-04-17,131,1436,"Sports horses","female","undefined",1,1
"840",1268,2016-04-07,823,1470,"undefined","unreported","other",NA,1
"841",1564,2017-01-27,61,1499,"UK native pony breeds","male","other",2,1
"842",436,2019-09-06,17,1292,"UK native pony breeds","female","undefined",NA,1
"843",1665,2017-07-31,236,1301,"Sports horses","female","undefined",17,1
"844",1409,2016-08-16,1126,1243,"undefined","unreported","undefined",NA,1
"845",1147,2016-01-18,46,1301,"UK native pony breeds","female","undefined",2,1
"846",24,2018-05-11,111,1490,"UK native pony breeds","unreported","undefined",4,1
"847",1673,2017-09-04,335,1508,"UK native pony breeds","male","undefined",NA,1
"848",122,2018-06-25,150,1472,"UK native pony breeds","female","undefined",NA,1
"849",1148,2016-01-19,113,1458,"undefined","male","undefined",NA,1
"850",1084,2015-12-09,435,1522,"Sports horses","female","undefined",7,1
"851",1475,2016-10-26,814,1490,"undefined","unreported","undefined",NA,1
"852",1174,2016-02-04,96,1380,"undefined","unreported","undefined",NA,1
"853",681,2015-03-23,140,1292,"undefined","unreported","undefined",NA,1
"854",437,2019-09-11,135,1424,"undefined","unreported","undefined",NA,1
"855",309,2019-04-03,37,1190,"crossbreeds","male","undefined",19,5
"856",1007,2016-01-13,33,1474,"UK native horse breeds","female","undefined",10,1
"857",1348,2016-06-16,121,1269,"undefined","male","undefined",NA,1
"858",46,2019-04-11,143,1190,"undefined","female","private",8.75,1
"859",842,2015-07-02,116,1466,"undefined","unreported","undefined",NA,1
"860",33,2018-05-08,124,1260,"Non UK native horses","female","commercial",6,1
"861",351,2019-06-18,136,1488,"Sports horses","male","undefined",18,5
"862",1175,2016-02-04,113,1458,"undefined","unreported","undefined",NA,1
"863",53,2018-08-22,155,1449,"undefined","unreported","undefined",NA,1
"864",1461,2016-10-12,5,1447,"undefined","female","commercial",0.41,1
"865",832,2015-06-29,54,1259,"Sports horses","female","commercial",9,1
"866",367,2019-07-05,148,1451,"Sports horses","unreported","undefined",7.33,1
"867",1370,2016-06-28,34,1466,"UK native pony breeds","female","undefined",NA,1
"868",1247,2016-03-29,818,1284,"undefined","unreported","undefined",NA,1
"869",1646,2017-06-08,43,1442,"undefined","male","undefined",5.25,1
"870",1653,2017-07-05,121,1269,"UK native pony breeds","female","other",6,1
"871",1457,2016-10-05,1022,1522,"undefined","male","undefined",0.5,1
"872",978,2015-09-30,147,1490,"UK native pony breeds","male","undefined",5,1
"873",1438,2016-09-23,79,1449,"undefined","unreported","undefined",NA,1
"874",378,2019-07-19,37,1190,"Sports horses","male","undefined",4,5
"875",1195,2016-02-17,268,1429,"undefined","female","undefined",4,1
"876",1203,2016-02-22,845,1440,"undefined","unreported","undefined",11,1
"877",306,2019-03-27,23,1447,"UK native pony breeds","female","undefined",NA,1
"878",125,2018-07-02,90,1453,"undefined","male","undefined",NA,1
"879",1610,2017-04-27,799,1428,"Sports horses","unreported","other",14,1
"880",1153,2016-01-20,28,1292,"UK native pony breeds","male","undefined",10,1
"881",1270,2016-04-07,28,1292,"Sports horses","female","undefined",8,1
"882",1763,2018-03-06,719,1296,"UK native horse breeds","male","commercial",9.08,1
"883",468,2019-11-01,184,1190,"undefined","male","undefined",NA,1
"884",182,2018-10-25,44,1506,"UK native pony breeds","unreported","undefined",29,1
"885",1413,2016-08-17,843,1218,"undefined","unreported","undefined",NA,1
"886",452,2019-10-08,46,1301,"Non UK native horses","female","other",25,1
"887",308,2019-03-28,1,1262,"undefined","male","private",4,1
"888",1339,2016-06-15,1022,1522,"UK native pony breeds","male","commercial",4,1
"889",944,2015-09-04,633,1485,"UK native pony breeds","unreported","undefined",6,1
"890",627,2015-02-22,116,1466,"undefined","female","undefined",NA,1
"891",548,2015-01-09,69,1451,"undefined","unreported","undefined",NA,1
"892",1674,2017-09-08,861,1436,"undefined","unreported","undefined",NA,1
"893",408,2019-08-21,10,1212,"UK native horse breeds","unreported","undefined",6,4
"894",803,2015-06-09,912,1464,"crossbreeds","male","other",8,1
"895",234,2019-01-02,72,1282,"undefined","female","other",0.41,1
"896",92,2018-04-23,24,1260,"UK native horse breeds","female","other",7,1
"897",805,2015-06-16,704,1454,"crossbreeds","unreported","undefined",7,1
"898",238,2019-01-09,134,1481,"Sports horses","unreported","undefined",NA,1
"899",728,2015-04-17,191,1478,"UK native pony breeds","female","commercial",18,1
"900",1491,2016-11-17,8,1260,"UK native pony breeds","male","commercial",8,1
"901",579,2015-06-18,58,1508,"Sports horses","male","commercial",14,1
"902",1365,2016-06-24,90,1453,"undefined","female","commercial",NA,1
"903",591,2015-02-02,345,1259,"undefined","unreported","undefined",NA,1
"904",9,2019-03-03,72,1282,"undefined","unreported","other",NA,1
"905",838,2015-07-02,931,1522,"undefined","unreported","undefined",NA,1
"906",1771,2018-03-19,91,1271,"UK native pony breeds","male","undefined",2,1
"907",1380,2016-07-12,1028,1452,"Sports horses","female","commercial",6,1
"908",432,2019-09-12,68,1218,"undefined","unreported","undefined",NA,5
"909",1751,2018-03-05,111,1490,"Sports horses","male","other",3.08,1
"910",1048,2015-11-12,1126,1243,"UK native pony breeds","female","undefined",6,1
"911",810,2015-06-17,83,1470,"Non UK native horses","female","commercial",1.25,1
"912",660,2015-03-03,140,1292,"undefined","unreported","undefined",NA,1
"913",1603,2017-04-02,961,1481,"UK native horse breeds","male","undefined",32,1
"914",490,2019-12-10,99,1508,"Sports horses","female","undefined",NA,1
"915",823,2015-06-24,943,1292,"undefined","unreported","undefined",NA,1
"916",256,2019-01-16,74,1260,"UK native pony breeds","male","commercial",20,4
"917",1292,2016-04-25,138,1380,"undefined","unreported","undefined",NA,1
"918",330,2019-05-22,107,1220,"UK native horse breeds","unreported","undefined",NA,1
"919",178,2018-10-19,4,1490,"undefined","unreported","undefined",NA,1
"920",487,2019-12-13,135,1424,"UK native pony breeds","unreported","private",0.5,1
"921",1436,2016-09-21,843,1218,"undefined","unreported","undefined",NA,1
"922",1377,2016-07-08,54,1259,"undefined","unreported","undefined",6,1
"923",556,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1
"924",1558,2017-01-24,5,1447,"undefined","male","commercial",6,1
"925",640,2015-02-25,131,1436,"undefined","male","undefined",NA,1
"926",349,2019-06-16,4,1490,"undefined","female","commercial",10,1
"927",1429,2016-09-06,5,1447,"undefined","female","commercial",7.83,1
"928",973,2015-09-24,187,1190,"undefined","unreported","undefined",NA,1
"929",339,2019-05-29,121,1269,"undefined","unreported","commercial",NA,1
"930",563,2015-01-15,43,1442,"UK native horse breeds","male","undefined",1,1
"931",1101,2015-12-22,54,1259,"crossbreeds","female","commercial",3,1
"932",1574,2017-02-17,470,1519,"UK native pony breeds","female","undefined",9,1
"933",868,2015-07-16,36,1449,"Sports horses","male","undefined",21,1
"934",1591,2017-03-14,4,1490,"Sports horses","male","undefined",NA,1
"935",1770,2018-03-19,37,1190,"UK native horse breeds","male","undefined",5,1
"936",1524,2017-01-03,44,1506,"UK native horse breeds","male","undefined",6.75,1
"937",917,2015-08-11,5,1447,"undefined","female","undefined",7,1
"938",1731,2018-01-23,231,1495,"undefined","unreported","undefined",NA,1
"939",1022,2015-10-08,159,1380,"undefined","female","undefined",NA,1
"940",673,2015-03-12,116,1466,"undefined","unreported","undefined",NA,1
"941",279,2019-02-24,114,1218,"Sports horses","female","undefined",6,1
"942",1530,2017-01-09,20,1294,"UK native pony breeds","female","undefined",6,1
"943",172,2018-10-03,102,1503,"Sports horses","unreported","undefined",8,1
"944",162,2018-09-07,114,1218,"undefined","unreported","undefined",NA,1
"945",273,2019-02-15,58,1508,"UK native pony breeds","male","other",14,1
"946",751,2015-04-30,46,1301,"Sports horses","unreported","private",3,1
"947",884,2015-07-22,32,1495,"undefined","male","commercial",NA,1
"948",738,2015-04-24,1082,1274,"UK native pony breeds","male","other",8,1
"949",1070,2015-12-03,83,1470,"UK native pony breeds","male","other",NA,1
"950",1330,2016-06-06,147,1490,"Non UK native horses","unreported","undefined",NA,1
"951",718,2015-04-14,140,1292,"undefined","unreported","undefined",NA,1
"952",1335,2016-06-11,76,1508,"UK native horse breeds","female","other",5,1
"953",789,2015-06-03,2,1262,"UK native horse breeds","male","commercial",23,1
"954",85,2018-04-04,152,1485,"UK native horse breeds","male","undefined",6,1
"955",1002,2016-01-11,113,1458,"UK native horse breeds","unreported","undefined",10,1
"956",230,2018-12-28,139,1187,"UK native pony breeds","female","undefined",7,1
"957",776,2015-05-14,903,1287,"undefined","male","commercial",NA,1
"958",1441,2016-09-13,71,1244,"Sports horses","male","commercial",6,1
"959",807,2015-06-17,184,1190,"undefined","unreported","commercial",NA,1
"960",136,2018-07-13,116,1466,"undefined","unreported","commercial",NA,1
"961",596,2015-02-03,345,1259,"UK native pony breeds","female","commercial",1,1
"962",1691,2017-11-02,1066,1448,"undefined","unreported","undefined",NA,1
"963",661,2015-03-02,139,1187,"undefined","male","undefined",NA,1
"964",1209,2016-02-29,340,1301,"UK native pony breeds","female","undefined",1,1
"965",784,2015-05-27,16,1385,"Sports horses","unreported","undefined",3,1
"966",1164,2016-01-28,435,1522,"undefined","unreported","commercial",NA,1
"967",1694,2017-11-09,5,1447,"undefined","male","private",0.33,1
"968",834,2015-06-29,900,1470,"undefined","male","commercial",6,1
"969",964,2015-09-16,96,1380,"undefined","male","undefined",NA,1
"970",1448,2016-09-27,451,1292,"crossbreeds","unreported","undefined",17.83,1
"971",1577,2017-02-25,425,1447,"UK native pony breeds","male","commercial",14,1
"972",557,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1
"973",538,2015-01-05,140,1292,"undefined","female","undefined",NA,1
"974",348,2019-06-13,12,1436,"Sports horses","male","undefined",5,1
"975",1086,2015-12-10,35,1451,"UK native pony breeds","unreported","undefined",13,1
"976",1472,2016-10-24,325,1191,"Sports horses","unreported","private",6,1
"977",1368,2016-06-27,28,1292,"UK native horse breeds","male","undefined",5,1
"978",588,2015-01-28,485,1454,"crossbreeds","male","commercial",NA,1
"979",790,2015-06-04,881,1495,"UK native pony breeds","male","other",5,1
"980",1737,2018-01-31,652,1456,"Sports horses","female","undefined",NA,1
"981",910,2015-08-11,823,1470,"crossbreeds","unreported","undefined",4,1
"982",1349,2016-06-17,116,1466,"undefined","unreported","other",NA,1
"983",455,2019-10-04,113,1458,"Sports horses","female","commercial",15,1
"984",219,2018-12-18,114,1218,"Sports horses","female","undefined",0.5,1
"985",146,2018-07-18,99,1508,"undefined","unreported","undefined",NA,1
"986",611,2015-02-10,5,1447,"undefined","female","undefined",10,1
"987",876,2015-07-21,420,1428,"undefined","unreported","undefined",NA,1
"988",1165,2016-01-28,435,1522,"undefined","male","commercial",NA,1
"989",711,2015-04-10,1127,1216,"undefined","unreported","undefined",NA,1
"990",965,2015-09-17,591,1297,"UK native pony breeds","male","undefined",0.41,1
"991",1538,2017-01-11,6,1242,"undefined","female","private",NA,1
"992",1111,2015-12-30,762,1236,"Sports horses","female","commercial",9,1
"993",284,2019-02-28,139,1187,"undefined","unreported","undefined",NA,1
"994",1194,2016-02-15,113,1458,"UK native pony breeds","female","commercial",12,1
"995",1556,2017-01-22,18,1456,"undefined","male","undefined",19,1
"996",922,2015-08-17,156,1311,"Sports horses","male","commercial",NA,1
"997",123,2018-06-27,121,1269,"undefined","unreported","undefined",5,1
"998",1484,2016-11-10,111,1490,"Non UK native horses","female","commercial",NA,1
"999",945,2015-09-07,565,1385,"UK native horse breeds","male","private",1,1
"1000",1517,2016-12-19,18,1456,"Sports horses","unreported","commercial",8,1
"1001",1001,2016-01-12,435,1522,"undefined","unreported","commercial",NA,1
"1002",1255,2016-03-29,268,1429,"undefined","female","undefined",NA,1
"1003",1169,2016-02-01,113,1458,"undefined","unreported","undefined",NA,1
"1004",130,2018-07-11,18,1456,"UK native horse breeds","male","undefined",NA,1
"1005",1740,2018-02-01,96,1380,"undefined","male","undefined",20,1
"1006",678,2015-03-19,903,1287,"crossbreeds","male","commercial",5,1
"1007",567,2015-04-29,744,1520,"undefined","unreported","other",NA,1
"1008",129,2018-07-09,99,1508,"undefined","unreported","undefined",NA,1
"1009",962,2015-09-15,85,1499,"undefined","male","undefined",NA,1
"1010",1282,2016-04-18,83,1470,"UK native horse breeds","male","commercial",NA,1
"1011",713,2015-04-10,302,1218,"UK native pony breeds","female","undefined",NA,1
"1012",281,2019-02-26,29,1292,"undefined","unreported","undefined",NA,5
"1013",365,2019-07-04,73,1463,"crossbreeds","female","undefined",20,1
"1014",1565,2017-02-03,121,1269,"undefined","unreported","undefined",20,1
"1015",1424,2016-08-26,121,1269,"UK native horse breeds","unreported","undefined",NA,1
"1016",676,2015-03-17,76,1508,"UK native horse breeds","female","private",4,1
"1017",679,2015-03-20,140,1292,"undefined","unreported","undefined",NA,1
"1018",1150,2016-01-20,111,1490,"Sports horses","female","commercial",27,1
"1019",587,2015-01-28,485,1454,"crossbreeds","male","commercial",NA,1
"1020",1490,2016-11-16,108,1292,"undefined","male","undefined",22,1
"1021",1208,2016-02-26,156,1311,"undefined","male","undefined",6,1
"1022",867,2015-07-16,137,1478,"Sports horses","male","commercial",3,1
"1023",1178,2016-02-05,930,1522,"UK native pony breeds","female","undefined",10,1
"1024",1518,2016-12-19,799,1428,"undefined","unreported","undefined",NA,1
"1025",1493,2016-11-22,90,1453,"UK native pony breeds","male","undefined",12,1
"1026",1696,2017-11-13,36,1449,"Sports horses","unreported","undefined",15,1
"1027",875,2015-07-21,28,1292,"Sports horses","male","undefined",17,1
"1028",283,2019-02-28,82,1220,"UK native pony breeds","female","private",15,1
"1029",316,2019-04-16,146,1188,"undefined","female","undefined",NA,5
"1030",659,2015-03-03,459,1206,"undefined","unreported","undefined",NA,1
"1031",124,2018-06-28,77,1269,"undefined","female","undefined",NA,1
"1032",778,2015-05-20,6,1242,"UK native horse breeds","male","commercial",2,1
"1033",1671,2017-08-31,5,1447,"undefined","male","undefined",4,1
"1034",457,2019-10-18,176,1501,"crossbreeds","female","undefined",13,3
"1035",237,2019-01-07,72,1282,"UK native horse breeds","unreported","other",NA,1
"1036",1280,2016-04-15,881,1495,"Sports horses","female","commercial",14,1
"1037",420,2019-09-02,114,1218,"undefined","female","undefined",NA,4
"1038",1196,2016-02-19,845,1440,"crossbreeds","unreported","undefined",7,1
"1039",1211,2016-03-01,113,1458,"undefined","unreported","undefined",NA,1
"1040",54,2018-04-10,28,1292,"crossbreeds","unreported","commercial",20,1
"1041",736,2015-04-22,121,1269,"UK native horse breeds","unreported","undefined",5,1
"1042",1595,2017-03-21,27,1428,"UK native horse breeds","male","undefined",7,1
"1043",184,2018-10-26,85,1499,"undefined","unreported","undefined",NA,5
"1044",1685,2017-10-12,40,1436,"Sports horses","male","commercial",6,1
"1045",546,2015-01-08,37,1190,"UK native pony breeds","male","undefined",9,1
"1046",860,2015-07-15,779,1522,"UK native pony breeds","female","private",6,1
"1047",6,2018-07-26,1,1262,"undefined","female","commercial",22,1
"1048",707,2015-04-07,799,1428,"crossbreeds","male","commercial",16,1
"1049",1483,2016-11-10,111,1490,"UK native pony breeds","male","commercial",NA,1
"1050",594,2015-08-11,142,1219,"UK native pony breeds","female","other",21,1
"1051",35,2018-07-26,1,1262,"crossbreeds","unreported","commercial",16,1
"1052",1225,2016-03-11,881,1495,"Non UK native horses","female","other",7,1
"1053",38,2019-06-04,159,1380,"undefined","female","commercial",NA,4
"1054",52,2018-10-18,4,1490,"undefined","unreported","undefined",NA,1
"1055",128,2018-07-06,119,1473,"Sports horses","male","undefined",NA,1
"1056",714,2015-04-13,53,1285,"undefined","unreported","undefined",NA,1
"1057",337,2019-05-26,125,1212,"undefined","male","undefined",10,1
"1058",8,2018-05-23,77,1269,"UK native pony breeds","male","commercial",NA,1
"1059",901,2015-08-03,843,1218,"undefined","unreported","undefined",NA,1
"1060",1364,2016-06-24,94,1217,"Sports horses","male","undefined",NA,1
"1061",1134,2016-01-05,818,1284,"Non UK native horses","male","undefined",9,1
"1062",539,2015-01-15,90,1453,"UK native horse breeds","female","commercial",6,1
"1063",1296,2016-04-27,90,1453,"Sports horses","female","private",8,1
"1064",1184,2016-02-09,48,1449,"Sports horses","male","commercial",6,1
"1065",722,2015-04-15,62,1317,"Sports horses","male","undefined",6,1
"1066",1445,2016-09-23,99,1508,"undefined","unreported","undefined",NA,1
"1067",688,2015-03-26,118,1447,"undefined","unreported","undefined",NA,1
"1068",449,2019-10-01,46,1301,"Sports horses","male","undefined",5,5
"1069",74,2019-01-22,24,1260,"undefined","unreported","undefined",NA,4
"1070",779,2015-05-21,721,1218,"undefined","unreported","private",NA,1
"1071",285,2019-02-28,139,1187,"UK native pony breeds","male","private",17,1
"1072",286,2019-02-28,128,1478,"undefined","male","commercial",8,1
"1073",1158,2016-01-25,1028,1452,"Sports horses","female","commercial",7.5,1
"1074",310,2019-04-05,83,1470,"Non UK native horses","unreported","commercial",7,1
"1075",79,2019-02-12,131,1436,"undefined","male","undefined",NA,1
"1076",1557,2017-01-23,131,1436,"undefined","unreported","undefined",NA,1
"1077",447,2019-09-03,114,1218,"undefined","unreported","undefined",NA,1
"1078",1729,2018-01-23,231,1495,"UK native pony breeds","female","undefined",NA,1
"1079",336,2019-05-25,141,1191,"UK native pony breeds","female","undefined",5,4
"1080",88,2018-04-12,35,1451,"UK native pony breeds","female","undefined",3,1
"1081",774,2015-05-14,903,1287,"undefined","male","commercial",NA,1
"1082",1754,2018-03-06,135,1424,"undefined","unreported","undefined",NA,1
"1083",34,2018-08-07,48,1449,"undefined","female","undefined",NA,1
"1084",1099,2015-12-18,470,1519,"UK native pony breeds","male","undefined",3,1
"1085",1487,2016-11-15,106,1462,"UK native pony breeds","female","undefined",20,1
"1086",1304,2016-05-10,20,1294,"crossbreeds","female","undefined",10,1
"1087",993,2016-01-06,793,1269,"undefined","female","undefined",NA,1
"1088",1722,2018-01-10,252,1190,"undefined","unreported","commercial",NA,1
"1089",667,2015-03-06,18,1456,"UK native pony breeds","unreported","private",4,1
"1090",301,2019-03-24,46,1301,"crossbreeds","female","undefined",5,1
"1091",970,2015-09-23,6,1242,"undefined","unreported","undefined",NA,1
"1092",835,2015-06-29,48,1449,"undefined","unreported","commercial",NA,1
"1093",572,2015-05-18,413,1218,"Sports horses","female","undefined",20,1
"1094",1539,2017-01-13,148,1451,"crossbreeds","male","undefined",6.58,1
"1095",212,2018-12-13,6,1242,"UK native pony breeds","female","undefined",5,4
"1096",1341,2016-06-14,94,1217,"undefined","female","undefined",NA,1
"1097",363,2019-07-01,25,1471,"UK native horse breeds","female","undefined",11,3
"1098",1392,2016-07-25,194,1218,"UK native pony breeds","male","commercial",7,1
"1099",202,2018-11-28,110,1213,"UK native horse breeds","female","undefined",9,4
"1100",164,2018-09-09,105,1220,"Sports horses","male","undefined",NA,1
"1101",239,2019-01-10,140,1292,"undefined","male","undefined",22,1
"1102",720,2015-04-14,71,1244,"UK native horse breeds","female","undefined",8,1
"1103",741,2015-04-28,71,1244,"UK native horse breeds","female","commercial",NA,1
"1104",757,2015-05-05,4,1490,"undefined","female","commercial",NA,1
"1105",1138,2016-01-05,113,1458,"undefined","unreported","commercial",NA,1
"1106",370,2019-07-13,93,1520,"crossbreeds","male","undefined",NA,1
"1107",1507,2016-12-12,71,1244,"crossbreeds","female","commercial",7,1
"1108",1228,2016-03-15,48,1449,"undefined","female","undefined",NA,1
"1109",794,2015-06-04,46,1301,"crossbreeds","female","undefined",21,1
"1110",665,2015-03-09,24,1260,"Sports horses","male","undefined",6,1
"1111",1363,2016-06-27,5,1447,"undefined","male","commercial",5,1
"1112",41,2019-04-26,143,1190,"Non UK native horses","female","undefined",12,1
"1113",208,2018-12-09,12,1436,"UK native horse breeds","male","undefined",11,1
"1114",453,2019-10-11,32,1495,"crossbreeds","female","undefined",6,3
"1115",287,2019-02-28,139,1187,"undefined","unreported","undefined",NA,1
"1116",1597,2017-03-21,61,1499,"undefined","male","other",1.75,1
"1117",1699,2017-11-16,143,1190,"undefined","unreported","undefined",NA,1
"1118",1385,2016-07-20,505,1269,"undefined","female","undefined",NA,1
"1119",1063,2015-11-26,17,1292,"Sports horses","female","undefined",16,1
"1120",1698,2017-11-15,120,1238,"undefined","male","undefined",4,1
"1121",342,2019-06-04,66,1218,"UK native pony breeds","female","undefined",13,4
"1122",748,2015-04-28,42,1284,"UK native pony breeds","male","other",NA,1
"1123",300,2019-03-19,9,1465,"undefined","female","commercial",6,1
"1124",1038,2015-10-27,121,1269,"UK native horse breeds","unreported","undefined",9,1
"1125",1176,2016-02-03,148,1451,"UK native pony breeds","male","private",7,1
"1126",1316,2016-05-24,133,1499,"UK native horse breeds","unreported","private",10,1
"1127",325,2019-05-15,54,1259,"undefined","male","undefined",12,4
"1128",1205,2016-02-26,237,1285,"UK native pony breeds","male","private",9,1
"1129",333,2019-05-24,139,1187,"UK native pony breeds","male","undefined",20,6
"1130",1313,2016-05-24,2,1262,"UK native pony breeds","unreported","undefined",NA,1
"1131",888,2015-07-22,44,1506,"UK native pony breeds","male","other",24,1
"1132",1078,2015-12-04,626,1194,"UK native pony breeds","female","other",NA,1
"1133",249,2019-01-14,34,1466,"undefined","unreported","other",NA,1
"1134",44,2018-06-07,72,1282,"UK native pony breeds","female","other",NA,1
"1135",684,2015-03-24,96,1380,"Sports horses","male","private",3,1
"1136",61,2018-07-06,77,1269,"undefined","female","undefined",NA,1
"1137",1403,2016-08-08,43,1442,"UK native pony breeds","unreported","commercial",25,1
"1138",619,2015-11-09,1122,1522,"Donkey Gen","female","other",17,1
"1139",622,2015-02-17,104,1212,"Non UK native horses","male","commercial",12,1
"1140",205,2018-12-03,43,1442,"Sports horses","male","undefined",NA,1
"1141",1157,2016-01-25,757,1428,"undefined","unreported","undefined",NA,1
"1142",871,2015-07-20,931,1522,"UK native pony breeds","unreported","undefined",NA,1
"1143",996,2016-01-07,985,1472,"undefined","male","undefined",19,1
"1144",343,2019-06-06,9,1465,"crossbreeds","female","undefined",8,5
"1145",1373,2016-07-04,119,1473,"UK native pony breeds","male","undefined",15,1
"1146",1106,2015-12-29,250,1219,"undefined","female","private",6,1
"1147",1091,2015-12-15,116,1466,"UK native pony breeds","male","undefined",8,1
"1148",1149,2016-01-19,4,1490,"undefined","female","commercial",10,1
"1149",19,2019-01-08,1,1262,"undefined","male","commercial",14,1
"1150",655,2015-03-03,57,1218,"undefined","unreported","undefined",NA,1
"1151",1401,2016-08-07,28,1292,"undefined","unreported","undefined",NA,1
"1152",811,2015-06-16,6,1242,"undefined","unreported","undefined",NA,1
"1153",608,2015-02-05,1084,1234,"crossbreeds","unreported","commercial",17,1
"1154",904,2015-08-04,760,1233,"UK native pony breeds","female","undefined",19,1
"1155",846,2015-06-06,62,1317,"Sports horses","male","commercial",20,1
"1156",1333,2016-06-08,215,1294,"UK native horse breeds","male","commercial",4,1
"1157",1145,2016-01-18,470,1519,"undefined","unreported","commercial",NA,1
"1158",1478,2016-11-01,4,1490,"UK native horse breeds","unreported","undefined",0.5,1
"1159",1728,2018-01-17,40,1436,"undefined","unreported","undefined",NA,1
"1160",947,2015-09-07,135,1424,"undefined","unreported","commercial",NA,1
